Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
566040,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-09-08 13:38:00,8.25,12540.0,Spain
550006,22467,GUMBALL COAT RACK,1,2011-04-14 10:10:00,2.55,17841.0,United Kingdom
526871,85132C,CHARLIE AND LOLA FIGURES TINS,1,2010-10-13 14:03:00,9.95,17814.0,United Kingdom
526715,22537,MAGIC DRAWING SLATE DINOSAUR,24,2010-10-12 16:40:00,0.42,12629.0,Sweden
565917,23118,PARISIENNE JEWELLERY DRAWER ,1,2011-09-07 16:15:00,14.96,,United Kingdom
498103,22147,FELTCRAFT BUTTERFLY HEARTS,12,2010-02-16 13:39:00,1.45,15680.0,United Kingdom
536876,22731,3D CHRISTMAS STAMPS STICKERS ,1,2010-12-03 11:36:00,2.51,,United Kingdom
527459,47570B,TEA TIME TABLE CLOTH,2,2010-10-18 10:32:00,10.65,16069.0,United Kingdom
555722,21116,OWL DOORSTOP,1,2011-06-06 16:06:00,8.29,,United Kingdom
554158,84507B,STRIPES DESIGN MONKEY DOLL,2,2011-05-23 11:44:00,2.55,15563.0,United Kingdom
561893,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-07-31 14:39:00,6.25,12942.0,United Kingdom
531799,22698,PINK REGENCY TEACUP AND SAUCER,24,2010-11-09 15:39:00,2.55,13093.0,United Kingdom
492734,21100,CHARLIE AND LOLA CHARLOTTE BAG,1,2009-12-18 12:04:00,1.65,18036.0,United Kingdom
500124,85099F,JUMBO BAG STRAWBERRY,10,2010-03-04 14:27:00,1.95,14388.0,United Kingdom
527099,21871,SAVE THE PLANET MUG,12,2010-10-14 16:30:00,1.25,15123.0,United Kingdom
497917,85231L,LAVENDER SCENTED SET/9 T-LIGHTS,11,2010-02-14 15:13:00,0.85,13421.0,United Kingdom
529939,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2010-10-31 14:50:00,4.95,14805.0,United Kingdom
570833,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2011-10-12 13:30:00,8.5,14834.0,United Kingdom
525862,21826,EIGHT PIECE DINOSAUR SET,5,2010-10-07 13:21:00,1.25,14606.0,United Kingdom
500711,22487,WHITE WOOD GARDEN PLANT LADDER,1,2010-03-09 14:03:00,9.95,13627.0,United Kingdom
506577,47593A,CAROUSEL DESIGN BABY BIB,2,2010-04-30 13:45:00,0.85,,United Kingdom
554323,23206,LUNCH BAG APPLE DESIGN,10,2011-05-23 15:33:00,1.65,16729.0,United Kingdom
570496,22629,SPACEBOY LUNCH BOX ,12,2011-10-11 09:05:00,1.95,16422.0,United Kingdom
533737,20981,12 PENCILS TALL TUBE WOODLAND,1,2010-11-18 13:55:00,1.66,,United Kingdom
502997,72801c,S/4 ROSE PINK DINNER CANDLES,1,2010-03-29 14:58:00,2.51,,United Kingdom
559036,22383,LUNCH BAG SUKI DESIGN ,10,2011-07-05 15:14:00,1.65,12637.0,France
500540,22301,COFFEE MUG CAT + BIRD DESIGN,6,2010-03-08 15:15:00,2.55,13911.0,United Kingdom
516908,48188,DOORMAT WELCOME PUPPIES,2,2010-07-25 11:00:00,7.49,16326.0,United Kingdom
534709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-11-23 16:53:00,5.91,,United Kingdom
504120,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2010-04-09 17:13:00,1.95,15889.0,United Kingdom
571442,23322,LARGE WHITE HEART OF WICKER,6,2011-10-17 13:39:00,2.95,17049.0,United Kingdom
517132,22374,AIRLINE BAG VINTAGE JET SET RED,2,2010-07-27 10:21:00,6.35,13115.0,United Kingdom
564372,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-08-25 09:55:00,1.65,12714.0,France
504893,72741,GRAND CHOCOLATECANDLE,9,2010-04-18 14:06:00,1.45,15972.0,United Kingdom
542717,22261,FELT EGG COSY WHITE RABBIT ,2,2011-01-31 14:07:00,0.85,17580.0,United Kingdom
523468,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-09-22 11:40:00,1.06,17850.0,United Kingdom
519722,85178,VICTORIAN SEWING KIT,144,2010-08-19 16:53:00,0.85,12435.0,Denmark
568166,84692,BOX OF 24 COCKTAIL PARASOLS,3,2011-09-25 12:45:00,0.42,14800.0,United Kingdom
560772,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-07-20 16:12:00,2.46,,United Kingdom
522629,21754,HOME BUILDING BLOCK WORD,1,2010-09-15 17:07:00,5.95,15272.0,United Kingdom
511018,21539,RED RETROSPOT BUTTER DISH,2,2010-06-04 15:50:00,10.17,,United Kingdom
520858,21531,RED RETROSPOT SUGAR JAM BOWL,6,2010-08-31 13:42:00,2.55,13963.0,United Kingdom
517384,90200E,GREEN SWEETHEART BRACELET,1,2010-07-28 17:46:00,4.25,16984.0,United Kingdom
536354,22607,WOODEN ROUNDERS GARDEN SET ,2,2010-11-30 17:43:00,9.95,17820.0,United Kingdom
525020,21892,TRADITIONAL WOODEN CATCH CUP GAME ,6,2010-10-03 11:53:00,1.25,13590.0,United Kingdom
544110,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-02-16 11:03:00,3.95,15059.0,United Kingdom
524691,21488,RED WHITE SCARF  HOT WATER BOTTLE,8,2010-09-30 11:51:00,3.95,18178.0,United Kingdom
558085,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-06-26 11:53:00,8.5,13021.0,United Kingdom
548211,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,32,2011-03-30 09:06:00,2.1,14646.0,Netherlands
490074,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2009-12-03 14:39:00,2.57,,United Kingdom
568146,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-09-25 11:33:00,1.25,16169.0,United Kingdom
550152,22190,LOCAL CAFE MUG,1,2011-04-14 14:43:00,2.1,17362.0,United Kingdom
510806,22115,METAL SIGN EMPIRE TEA,3,2010-06-03 19:05:00,2.95,17107.0,United Kingdom
575767,21866,UNION JACK FLAG LUGGAGE TAG,1,2011-11-11 11:11:00,1.25,17348.0,United Kingdom
540153,22678,FRENCH BLUE METAL DOOR SIGN 3,10,2011-01-05 11:25:00,1.25,15841.0,United Kingdom
497388,22210,WOOD STAMP SET BEST WISHES,1,2010-02-09 12:23:00,1.65,15003.0,United Kingdom
542718,46000S,POLYESTER FILLER PAD 40x40cm,2,2011-01-31 14:13:00,1.45,15602.0,United Kingdom
504873,85099B,RED RETROSPOT JUMBO BAG ,10,2010-04-18 12:36:00,1.95,14817.0,United Kingdom
553462,23172,REGENCY TEA PLATE PINK,12,2011-05-17 10:57:00,1.65,17147.0,United Kingdom
524617,21164,HOME SWEET HOME METAL SIGN ,6,2010-09-30 10:24:00,2.95,17146.0,United Kingdom
506898,21624,VINTAGE UNION JACK DOORSTOP,3,2010-05-05 09:35:00,5.95,16135.0,United Kingdom
513050,22435,SET OF 9 HEART SHAPED BALLOONS,10,2010-06-21 13:18:00,1.25,14493.0,United Kingdom
506224,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2010-04-28 11:55:00,13.57,,United Kingdom
505510,21155,RED SPOTTY PEG BAG,1,2010-04-22 14:33:00,4.21,,United Kingdom
521901,21175,GIN + TONIC DIET METAL SIGN,1,2010-09-09 12:37:00,2.1,14688.0,United Kingdom
498759,15056N,EDWARDIAN PARASOL NATURAL,12,2010-02-22 16:58:00,5.95,14156.0,EIRE
561209,21242,RED RETROSPOT PLATE ,4,2011-07-25 16:57:00,3.29,,United Kingdom
523508,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-09-22 12:13:00,5.91,,United Kingdom
576051,23285,PINK VINTAGE SPOT BEAKER,8,2011-11-13 14:45:00,0.85,14911.0,EIRE
549247,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,24,2011-04-07 12:04:00,0.95,13752.0,United Kingdom
557799,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-06-23 09:53:00,1.25,14854.0,United Kingdom
525455,22560,TRADITIONAL MODELLING CLAY,24,2010-10-05 14:19:00,1.25,13800.0,United Kingdom
507391,22265,EASTER DECORATION NATURAL CHICK,1,2010-05-09 12:30:00,0.65,14044.0,United Kingdom
560383,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-07-18 12:52:00,2.95,16762.0,United Kingdom
528782,21311,SET/4 BIRD MIRROR MAGNETS ,6,2010-10-25 10:00:00,2.1,13462.0,United Kingdom
575640,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,2011-11-10 14:01:00,0.85,13148.0,United Kingdom
532665,22812,PACK 3 BOXES CHRISTMAS PANNETONE,1,2010-11-14 11:37:00,1.95,14052.0,United Kingdom
510181,22197,SMALL POPCORN HOLDER,12,2010-05-27 15:29:00,0.85,15785.0,United Kingdom
572319,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-10-23 16:19:00,2.95,14704.0,United Kingdom
519619,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,1,2010-08-19 09:22:00,12.72,,United Kingdom
540121,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,2011-01-05 10:35:00,0.85,16145.0,United Kingdom
565407,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,4,2011-09-04 11:00:00,0.85,16983.0,United Kingdom
513581,22386,JUMBO BAG PINK WITH WHITE SPOTS,10,2010-06-25 16:42:00,1.95,15660.0,United Kingdom
578069,22197,POPCORN HOLDER,24,2011-11-22 15:49:00,0.85,14329.0,United Kingdom
540698,21906,PHARMACIE FIRST AID TIN,114,2011-01-11 09:24:00,7.13,17450.0,United Kingdom
515126,84990,60 GOLD AND SILVER FAIRY CAKE CASES,24,2010-07-08 14:18:00,0.55,16650.0,United Kingdom
558116,20685,DOORMAT RED RETROSPOT,1,2011-06-27 09:11:00,16.63,,United Kingdom
523304,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,2010-09-21 12:46:00,3.75,14688.0,United Kingdom
512696,90181A,AMBER GLASS/SHELL/PEARL NECKLACE,1,2010-06-17 11:57:00,8.95,14911.0,EIRE
558685,23055,IVORY CHANDELIER T-LIGHT HOLDER,6,2011-07-01 11:32:00,6.25,17706.0,United Kingdom
C520329,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-3,2010-08-25 12:25:00,2.75,16779.0,United Kingdom
538910,22776,SWEETHEART CAKESTAND 3 TIER,1,2010-12-15 10:54:00,9.95,17454.0,United Kingdom
525448,21452,TOADSTOOL MONEY BOX,1,2010-10-05 14:05:00,2.95,16938.0,United Kingdom
551193,22026,BANQUET BIRTHDAY  CARD  ,12,2011-04-27 11:05:00,0.42,17954.0,United Kingdom
523097,48129,DOORMAT TOPIARY,1,2010-09-20 12:21:00,7.95,17055.0,United Kingdom
564437,20717,STRAWBERRY SHOPPER BAG,10,2011-08-25 12:10:00,1.25,13320.0,United Kingdom
560779,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2011-07-21 09:30:00,3.29,,United Kingdom
560772,23296,SET OF 6 TEA TIME BAKING CASES,1,2011-07-20 16:12:00,3.29,,United Kingdom
502615,22379,RECYCLING BAG RETROSPOT ,5,2010-03-25 14:26:00,2.1,13285.0,United Kingdom
581418,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-12-08 15:02:00,4.15,17451.0,United Kingdom
555276,23201,JUMBO BAG ALPHABET,2,2011-06-01 17:28:00,4.13,,United Kingdom
542080,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2011-01-25 12:16:00,3.75,13815.0,Germany
544434,22966,GINGERBREAD MAN COOKIE CUTTER,3,2011-02-18 16:12:00,1.25,,United Kingdom
568154,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,18,2011-09-25 12:06:00,0.29,13787.0,United Kingdom
536031,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,1,2010-11-29 16:45:00,5.06,,United Kingdom
578347,22564,ALPHABET STENCIL CRAFT,2,2011-11-24 09:26:00,2.46,,United Kingdom
499973,21385,IVORY HANGING DECORATION  HEART,1,2010-03-03 14:42:00,0.85,13595.0,United Kingdom
504132,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,720,2010-04-11 11:22:00,0.55,17133.0,United Kingdom
498046,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-02-16 10:44:00,1.25,15051.0,United Kingdom
579508,22784,LANTERN CREAM GAZEBO ,2,2011-11-29 16:33:00,10.79,,United Kingdom
541564,48138,DOORMAT UNION FLAG,1,2011-01-19 11:38:00,7.95,16904.0,United Kingdom
576618,22283,6 EGG HOUSE PAINTED WOOD,1,2011-11-15 17:00:00,15.79,,United Kingdom
548208,22083,PAPER CHAIN KIT RETROSPOT,6,2011-03-29 17:12:00,2.95,14189.0,United Kingdom
523960,35954,SMALL FOLKART STAR CHRISTMAS DEC,1,2010-09-26 12:51:00,0.42,16340.0,United Kingdom
498163,21500,PINK SPOTS  WRAP ,25,2010-02-17 12:12:00,0.42,17511.0,United Kingdom
532139,21982,PACK OF 12 SUKI TISSUES ,1,2010-11-11 11:18:00,0.85,,United Kingdom
531367,21495,SKULLS AND CROSSBONES WRAP,15,2010-11-07 14:56:00,0.42,13211.0,United Kingdom
567667,22653,BUTTON BOX ,2,2011-09-21 15:24:00,1.63,,United Kingdom
502861,85186C,BUNNY EGG GARLAND,4,2010-03-28 15:16:00,0.42,14583.0,United Kingdom
524484,84534B,FAIRY CAKE NOTEBOOK A5 SIZE,12,2010-09-29 11:48:00,0.85,14422.0,United Kingdom
535250,21705,BAG 500g SWIRLY MARBLES,1,2010-11-25 12:56:00,1.65,15987.0,United Kingdom
577504,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-11-20 12:36:00,0.55,14159.0,United Kingdom
490286,84623,PINK GINGHAM ROSE FLOOR CUSHION,1,2009-12-04 12:59:00,7.95,14527.0,United Kingdom
536420,22358,KINGS CHOICE TEA CADDY ,6,2010-12-01 12:03:00,2.95,16583.0,United Kingdom
489552,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,6,2009-12-01 12:36:00,3.75,17063.0,United Kingdom
575692,23334,IVORY WICKER HEART SMALL,9,2011-11-10 16:27:00,0.63,12508.0,France
527344,85132C,CHARLIE AND LOLA FIGURES TINS,12,2010-10-15 15:38:00,1.95,13069.0,United Kingdom
525102,21915,RED  HARMONICA IN BOX ,24,2010-10-04 10:03:00,1.25,16652.0,United Kingdom
519786,22295,HEART FILIGREE DOVE LARGE,12,2010-08-20 12:00:00,1.65,13117.0,United Kingdom
503780,22423,REGENCY CAKESTAND 3 TIER,1,2010-04-07 11:52:00,12.75,14527.0,United Kingdom
507793,40018F,CHERRY DESIGN PAPERLANTERNS,5,2010-05-11 12:40:00,1.95,12549.0,USA
536412,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-01 11:49:00,2.95,17920.0,United Kingdom
497873,21775,DECORATIVE FLORE BATHROOM BOTTLE,3,2010-02-12 17:03:00,2.51,,United Kingdom
505209,22308,TEA COSY BLUE STRIPE,1,2010-04-20 17:25:00,2.55,14081.0,United Kingdom
509416,84482,BUTTONS DESIGN JEWELLERY BOX,1,2010-05-23 12:50:00,3.75,14505.0,United Kingdom
560977,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-07-22 12:09:00,1.45,16839.0,United Kingdom
494382,84968B,S/16 VINTAGE IVORY CUTLERY,4,2010-01-13 17:51:00,11.02,,United Kingdom
551547,22383,LUNCH BAG SUKI DESIGN ,18,2011-05-03 09:44:00,4.96,,United Kingdom
577508,21818,GLITTER HEART DECORATION,5,2011-11-20 12:45:00,0.39,18127.0,United Kingdom
547398,22196,SMALL HEART MEASURING SPOONS,1,2011-03-22 16:55:00,1.63,,United Kingdom
508501,21166,COOK WITH WINE METAL SIGN ,48,2010-05-16 15:39:00,1.69,13798.0,United Kingdom
559807,22978,PANTRY ROLLING PIN,2,2011-07-12 14:48:00,3.75,17841.0,United Kingdom
519241,22152,PLACE SETTING WHITE STAR,24,2010-08-15 14:01:00,0.42,14415.0,United Kingdom
562615,21033,JUMBO BAG CHARLIE AND LOLA TOYS,10,2011-08-08 12:20:00,2.08,16458.0,United Kingdom
550636,22133,PINK LOVE HEART SHAPE CUP,1,2011-04-19 15:37:00,1.63,,United Kingdom
555150,22488,NATURAL SLATE RECTANGLE CHALKBOARD,5,2011-05-31 15:53:00,3.29,,United Kingdom
493079,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2009-12-22 09:52:00,3.43,,United Kingdom
527359,22746,POPPY'S PLAYHOUSE LIVINGROOM ,4,2010-10-17 10:43:00,2.1,14451.0,United Kingdom
526415,22727,ALARM CLOCK BAKELIKE RED ,1,2010-10-11 14:21:00,3.75,,United Kingdom
507295,22078,RIBBON REEL LACE DESIGN ,10,2010-05-07 14:37:00,2.1,18254.0,United Kingdom
519247,20726,LUNCH BAG WOODLAND,10,2010-08-15 14:38:00,1.65,16101.0,United Kingdom
499762,21754,HOME BUILDING BLOCK WORD,1,2010-03-02 12:48:00,5.95,14818.0,United Kingdom
534886,84817,DANISH ROSE DECORATIVE PLATE,6,2010-11-24 14:49:00,2.1,,Portugal
537163,22712,CARD DOLLY GIRL ,12,2010-12-05 13:21:00,0.42,17863.0,United Kingdom
560249,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,2011-07-17 12:26:00,2.1,17571.0,United Kingdom
572129,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2011-10-21 09:25:00,3.25,17528.0,United Kingdom
516921,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,2010-07-25 11:37:00,2.95,12866.0,Belgium
509916,35965,FOLKART HEART NAPKIN RINGS,2,2010-05-26 11:46:00,2.95,14606.0,United Kingdom
492714,22274,FELTCRAFT DOLL EMILY,3,2009-12-18 10:24:00,2.95,17913.0,United Kingdom
561119,22627,MINT KITCHEN SCALES,2,2011-07-25 12:34:00,8.5,17719.0,United Kingdom
489830,22350,CAT BOWL ,2,2009-12-02 13:57:00,2.55,13623.0,United Kingdom
548737,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-04-04 11:18:00,2.08,12682.0,France
490667,21134,VICTORIAN METAL POSTCARD CHRISTMAS,1,2009-12-07 12:32:00,1.65,13234.0,United Kingdom
528624,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2010-10-24 10:56:00,3.75,17358.0,United Kingdom
509668,22508,DOORSTOP RETROSPOT HEART,2,2010-05-25 12:03:00,3.75,14049.0,United Kingdom
519909,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2010-08-22 13:45:00,2.95,16456.0,United Kingdom
535951,21258,VICTORIAN SEWING BOX LARGE,1,2010-11-29 12:06:00,25.49,,United Kingdom
556882,82580,BATHROOM METAL SIGN,4,2011-06-15 12:21:00,0.55,14395.0,United Kingdom
526426,90175C,BLUE GLASS CHUNKY CHARM BRACELET,6,2010-10-11 15:08:00,8.95,16036.0,United Kingdom
500148,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,2010-03-04 17:29:00,3.81,17448.0,United Kingdom
565201,22667,RECIPE BOX RETROSPOT ,6,2011-09-01 16:41:00,2.95,14907.0,United Kingdom
539436,22366,DOORMAT AIRMAIL ,1,2010-12-17 14:49:00,14.43,,United Kingdom
566281,21447,12 IVORY ROSE PEG PLACE SETTINGS,6,2011-09-11 14:15:00,1.25,12748.0,United Kingdom
510519,22035,VINTAGE CARAVAN GREETING CARD ,1,2010-06-01 13:49:00,0.85,,United Kingdom
536876,21218,RED SPOTTY BISCUIT TIN,3,2010-12-03 11:36:00,8.47,,United Kingdom
C577752,22065,CHRISTMAS PUDDING TRINKET POT ,-6,2011-11-21 14:37:00,0.39,16670.0,United Kingdom
562949,15056P,EDWARDIAN PARASOL PINK,3,2011-08-11 09:47:00,5.95,14346.0,United Kingdom
505162,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2010-04-20 12:13:00,2.95,14812.0,United Kingdom
565443,22423,REGENCY CAKESTAND 3 TIER,4,2011-09-04 14:22:00,12.75,12567.0,France
527751,85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,24,2010-10-18 16:38:00,1.69,17848.0,United Kingdom
566620,22621,TRADITIONAL KNITTING NANCY,12,2011-09-14 09:21:00,1.65,13588.0,United Kingdom
536837,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-12-02 18:15:00,2.95,14395.0,United Kingdom
497208,48138,DOOR MAT UNION FLAG,1,2010-02-07 12:16:00,7.49,15584.0,United Kingdom
505236,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-04-21 10:58:00,4.95,12391.0,Cyprus
566286,85099B,JUMBO BAG RED RETROSPOT,10,2011-09-11 14:58:00,2.08,14057.0,United Kingdom
571676,21889,WOODEN BOX OF DOMINOES,1,2011-10-18 13:29:00,1.25,16910.0,United Kingdom
581122,21232,STRAWBERRY CERAMIC TRINKET POT,12,2011-12-07 12:33:00,1.25,12839.0,United Kingdom
546132,23127,DOLLCRAFT GIRL NICOLE,12,2011-03-09 15:17:00,4.95,15057.0,United Kingdom
556954,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2011-06-16 08:38:00,0.65,15585.0,United Kingdom
581001,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-12-07 08:07:00,2.95,12583.0,France
577485,22562,MONSTERS STENCIL CRAFT,2,2011-11-20 11:56:00,1.25,16360.0,United Kingdom
538077,48173C,DOORMAT BLACK FLOCK ,2,2010-12-09 14:19:00,7.95,14667.0,United Kingdom
538255,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,6,2010-12-10 12:33:00,2.55,14911.0,EIRE
570238,23061,VINTAGE EMBOSSED HEART,12,2011-10-09 15:01:00,1.25,16332.0,United Kingdom
493073,21541,DINOSAURS WATER TRANSFER TATTOOS ,2,2009-12-22 09:41:00,1.7,,United Kingdom
492432,21358,TOAST ITS - HAPPY BIRTHDAY,12,2009-12-17 09:55:00,1.25,13491.0,United Kingdom
537208,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,2010-12-05 15:12:00,3.75,15889.0,United Kingdom
575647,23691,WRAP KEEP CALM BIRTHDAY,25,2011-11-10 14:16:00,0.42,16440.0,United Kingdom
537376,22568,FELTCRAFT CUSHION OWL,24,2010-12-06 12:59:00,3.39,16722.0,United Kingdom
570677,85099B,JUMBO BAG RED RETROSPOT,6,2011-10-11 15:10:00,2.08,12836.0,United Kingdom
526473,22470,HEART OF WICKER LARGE,6,2010-10-11 17:01:00,2.95,16407.0,United Kingdom
571903,22632,HAND WARMER RED RETROSPOT,12,2011-10-19 14:40:00,2.1,15754.0,United Kingdom
547811,22418,10 COLOUR SPACEBOY PEN,24,2011-03-25 14:01:00,0.85,17368.0,United Kingdom
521130,82582,AREA PATROLLED METAL SIGN,6,2010-09-02 12:44:00,2.1,15856.0,United Kingdom
536001,22604,SET OF 4 NAPKIN CHARMS CUTLERY,1,2010-11-29 14:21:00,2.55,17814.0,United Kingdom
538533,22296,HEART IVORY TRELLIS LARGE,24,2010-12-13 10:31:00,1.65,14796.0,United Kingdom
576062,22465,HANGING METAL STAR LANTERN,6,2011-11-13 15:30:00,1.65,12867.0,United Kingdom
575739,23321,SMALL WHITE HEART OF WICKER,8,2011-11-11 09:05:00,3.29,,United Kingdom
507639,84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,2,2010-05-10 14:57:00,16.95,13319.0,United Kingdom
506496,21742,LARGE ROUND WICKER PLATTER ,2,2010-04-30 10:55:00,5.95,17005.0,United Kingdom
550941,84279B,CHERRY BLOSSOM DECORATIVE FLASK,1,2011-04-21 15:46:00,3.75,17109.0,United Kingdom
558475,22701,PINK DOG BOWL,3,2011-06-29 15:58:00,2.46,,United Kingdom
543010,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-02-02 13:16:00,4.95,18250.0,United Kingdom
505976,21564,PINK  HEART SHAPE LOVE BUCKET ,6,2010-04-27 08:58:00,2.95,14625.0,United Kingdom
540418,22264,FELT FARM ANIMAL WHITE BUNNY ,2,2011-01-07 11:04:00,0.81,,United Kingdom
559676,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-07-11 14:40:00,0.95,17340.0,United Kingdom
540664,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-01-10 15:18:00,2.95,15044.0,United Kingdom
577182,22780,LIGHT GARLAND BUTTERFILES PINK,4,2011-11-18 11:39:00,4.25,16945.0,United Kingdom
494495,21259,VICTORIAN SEWING BOX SMALL ,1,2010-01-14 17:43:00,12.72,,United Kingdom
490479,35443,RASTA IN BATH W SPLIFF ASHTRAY,1,2009-12-06 12:42:00,0.85,16779.0,United Kingdom
565921,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,12,2011-09-08 09:13:00,1.25,13889.0,United Kingdom
500541,22050,PINK PAISLEY ROSE GIFT WRAP,25,2010-03-08 15:26:00,0.42,18245.0,United Kingdom
560651,M,Manual,1,2011-07-20 11:38:00,451.42,15802.0,United Kingdom
528111,22548,HEADS AND TAILS SPORTING FUN,4,2010-10-20 14:10:00,1.25,16702.0,United Kingdom
553046,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-05-13 09:37:00,1.65,13534.0,United Kingdom
526712,22986,GINGHAM ROSE WRAP,25,2010-10-12 16:38:00,0.42,14154.0,United Kingdom
489913,22179,SET 10 LIGHTS NIGHT OWL,6,2009-12-03 10:28:00,6.75,13931.0,United Kingdom
580163,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-12-02 11:12:00,2.1,12828.0,United Kingdom
560392,22383,LUNCH BAG SUKI DESIGN ,10,2011-07-18 13:30:00,1.65,13911.0,United Kingdom
555925,22254,FELT TOADSTOOL LARGE,1,2011-06-07 17:13:00,2.46,,United Kingdom
538071,22095,LADS ONLY TISSUE BOX,2,2010-12-09 14:09:00,2.51,,United Kingdom
525165,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-10-04 12:07:00,2.95,16458.0,United Kingdom
533325,21166,COOK WITH WINE METAL SIGN ,48,2010-11-16 17:40:00,1.69,13798.0,United Kingdom
496487,21255,"FRENCH BOTTLE , LAVENDER",1,2010-02-01 17:13:00,3.36,,United Kingdom
564336,22274,FELTCRAFT DOLL EMILY,1,2011-08-24 14:28:00,2.95,12748.0,United Kingdom
C503233,22467,GUMBALL COAT RACK,-1,2010-03-30 17:03:00,2.55,15808.0,United Kingdom
537374,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,2010-12-06 12:55:00,4.95,17259.0,United Kingdom
515183,35963,FOLKART ZINC CLIP ON ANGEL WINGS,2,2010-07-08 20:00:00,0.38,16549.0,United Kingdom
503427,84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1,2010-03-31 17:29:00,12.75,13576.0,United Kingdom
536777,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2010-12-02 15:00:00,0.65,15732.0,United Kingdom
536876,22469,HEART OF WICKER SMALL,33,2010-12-03 11:36:00,3.36,,United Kingdom
536412,22759,SET OF 3 NOTEBOOKS IN PARCEL,5,2010-12-01 11:49:00,1.65,17920.0,United Kingdom
527277,90214M,"LETTER ""M"" BLING KEY RING",12,2010-10-15 13:21:00,1.25,16779.0,United Kingdom
528880,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-10-25 12:18:00,1.25,13733.0,United Kingdom
533510,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,3,2010-11-17 14:31:00,2.95,17987.0,United Kingdom
531690,21989,PACK OF 20 SKULL PAPER NAPKINS,17,2010-11-09 11:49:00,2.51,,United Kingdom
